id,education,religion,party,indepparty,demstrength,repstrength,demlike_1,replike_1,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,choice_set,outlet_headline,endorser_partisanship,endorser_gender,endorser_religiosity,chosen_article,age,gender,ethnicity,employment_status
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1R,Independent,Male,No,0,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,1,3R,Republican,Female,Yes,1,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2D,Independent,Female,Yes,1,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,2,3R,Republican,Male,No,0,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,3,1R,Republican,Female,No,1,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,3,3D,Democrat,Male,Yes,0,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,4,3R,Independent,Male,Yes,0,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,4,2R,Democrat,Female,No,1,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,5,3R,Independent,Female,No,1,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,5,N,Republican,Male,Yes,0,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,6,2D,Republican,Male,Yes,1,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,6,3D,Democrat,Female,No,0,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,7,1D,Democrat,Male,No,1,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,7,2R,Republican,Female,Yes,0,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,8,2D,Democrat,Female,No,1,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,8,1D,Independent,Male,Yes,0,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,9,2D,Democrat,Female,Yes,1,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,9,2R,Independent,Male,No,0,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,10,1D,Independent,Female,Yes,0,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,10,1R,Democrat,Male,No,1,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,11,1R,Republican,Female,Yes,1,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,11,2D,Independent,Male,No,0,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,12,1D,Democrat,Male,Yes,0,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,12,N,Independent,Female,No,1,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,13,1D,Republican,Female,No,1,34,Female,White,Full-Time
65,3,9,1,,2,,65,32,2,1,1,2,1,1,1,1,1,2,1,2,1,13,3R,Independent,Male,Yes,0,34,Female,White,Full-Time
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1R,Independent,Male,No,0,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,1,3R,Republican,Female,Yes,1,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2D,Independent,Female,Yes,0,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,2,3R,Republican,Male,No,1,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,3,1R,Republican,Female,No,1,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,3,3D,Democrat,Male,Yes,0,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,4,3R,Independent,Male,Yes,1,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,4,2R,Democrat,Female,No,0,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,5,3R,Independent,Female,No,0,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,5,N,Republican,Male,Yes,1,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,6,2D,Republican,Male,Yes,1,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,6,3D,Democrat,Female,No,0,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,7,1D,Democrat,Male,No,0,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,7,2R,Republican,Female,Yes,1,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,8,2D,Democrat,Female,No,1,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,8,1D,Independent,Male,Yes,0,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,9,2D,Democrat,Female,Yes,1,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,9,2R,Independent,Male,No,0,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,10,1D,Independent,Female,Yes,0,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,10,1R,Democrat,Male,No,1,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,11,1R,Republican,Female,Yes,1,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,11,2D,Independent,Male,No,0,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,12,1D,Democrat,Male,Yes,1,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,12,N,Independent,Female,No,0,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,13,1D,Republican,Female,No,1,29,Male,Black,Other
66,2,10,2,,,1,50,50,2,2,1,1,2,1,2,1,1,2,1,1,1,13,3R,Independent,Male,Yes,0,29,Male,Black,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1R,Independent,Male,No,1,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,1,3R,Republican,Female,Yes,0,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2D,Independent,Female,Yes,1,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,2,3R,Republican,Male,No,0,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1R,Republican,Female,No,1,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,3,3D,Democrat,Male,Yes,0,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,4,3R,Independent,Male,Yes,1,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,4,2R,Democrat,Female,No,0,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,5,3R,Independent,Female,No,0,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,5,N,Republican,Male,Yes,1,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,6,2D,Republican,Male,Yes,1,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,6,3D,Democrat,Female,No,0,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,7,1D,Democrat,Male,No,1,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,7,2R,Republican,Female,Yes,0,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,8,2D,Democrat,Female,No,1,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,8,1D,Independent,Male,Yes,0,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,9,2D,Democrat,Female,Yes,1,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,9,2R,Independent,Male,No,0,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,10,1D,Independent,Female,Yes,0,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,10,1R,Democrat,Male,No,1,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,11,1R,Republican,Female,Yes,1,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,11,2D,Independent,Male,No,0,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,12,1D,Democrat,Male,Yes,0,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,12,N,Independent,Female,No,1,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,13,1D,Republican,Female,No,1,35,Female,White,Other
67,3,9,1,,1,,90,5,1,1,1,1,2,1,1,1,1,2,1,2,1,13,3R,Independent,Male,Yes,0,35,Female,White,Other
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,1,1R,Independent,Male,No,1,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,1,3R,Republican,Female,Yes,0,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,2,2D,Independent,Female,Yes,0,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,2,3R,Republican,Male,No,1,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,3,1R,Republican,Female,No,1,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,3,3D,Democrat,Male,Yes,0,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,4,3R,Independent,Male,Yes,0,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,4,2R,Democrat,Female,No,1,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,5,3R,Independent,Female,No,1,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,5,N,Republican,Male,Yes,0,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,6,2D,Republican,Male,Yes,0,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,6,3D,Democrat,Female,No,1,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,7,1D,Democrat,Male,No,0,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,7,2R,Republican,Female,Yes,1,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,8,2D,Democrat,Female,No,1,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,8,1D,Independent,Male,Yes,0,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,9,2D,Democrat,Female,Yes,1,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,9,2R,Independent,Male,No,0,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,10,1D,Independent,Female,Yes,0,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,10,1R,Democrat,Male,No,1,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,11,1R,Republican,Female,Yes,0,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,11,2D,Independent,Male,No,1,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,12,1D,Democrat,Male,Yes,0,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,12,N,Independent,Female,No,1,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,13,1D,Republican,Female,No,1,36,Female,White,DATA_EXPIRED
68,3,9,4,3,,,50,50,1,2,1,2,1,2,2,1,1,2,2,2,1,13,3R,Independent,Male,Yes,0,36,Female,White,DATA_EXPIRED
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,1,1R,Independent,Male,No,0,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,1,3R,Republican,Female,Yes,1,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,2,2D,Independent,Female,Yes,1,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,2,3R,Republican,Male,No,0,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,3,1R,Republican,Female,No,0,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,3,3D,Democrat,Male,Yes,1,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,4,3R,Independent,Male,Yes,1,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,4,2R,Democrat,Female,No,0,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,5,3R,Independent,Female,No,1,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,5,N,Republican,Male,Yes,0,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,6,2D,Republican,Male,Yes,0,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,6,3D,Democrat,Female,No,1,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,7,1D,Democrat,Male,No,0,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,7,2R,Republican,Female,Yes,1,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,8,2D,Democrat,Female,No,0,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,8,1D,Independent,Male,Yes,1,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,9,2D,Democrat,Female,Yes,1,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,9,2R,Independent,Male,No,0,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,10,1D,Independent,Female,Yes,1,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,10,1R,Democrat,Male,No,0,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,11,1R,Republican,Female,Yes,0,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,11,2D,Independent,Male,No,1,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,12,1D,Democrat,Male,Yes,0,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,12,N,Independent,Female,No,1,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,13,1D,Republican,Female,No,1,30,Male,White,Other
69,2,9,3,1,,,50,40,2,1,2,1,1,2,2,2,1,1,2,2,1,13,3R,Independent,Male,Yes,0,30,Male,White,Other
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1R,Independent,Male,No,1,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,1,3R,Republican,Female,Yes,0,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2D,Independent,Female,Yes,1,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,2,3R,Republican,Male,No,0,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,3,1R,Republican,Female,No,0,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,3,3D,Democrat,Male,Yes,1,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,4,3R,Independent,Male,Yes,0,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,4,2R,Democrat,Female,No,1,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,5,3R,Independent,Female,No,0,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,5,N,Republican,Male,Yes,1,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,6,2D,Republican,Male,Yes,1,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,6,3D,Democrat,Female,No,0,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,7,1D,Democrat,Male,No,1,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,7,2R,Republican,Female,Yes,0,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,8,2D,Democrat,Female,No,1,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,8,1D,Independent,Male,Yes,0,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,9,2D,Democrat,Female,Yes,1,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,9,2R,Independent,Male,No,0,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,10,1D,Independent,Female,Yes,0,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,10,1R,Democrat,Male,No,1,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,11,1R,Republican,Female,Yes,0,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,11,2D,Independent,Male,No,1,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,12,1D,Democrat,Male,Yes,1,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,12,N,Independent,Female,No,0,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,13,1D,Republican,Female,No,0,35,Male,White,DATA_EXPIRED
70,2,9,1,,2,,20,0,1,1,2,2,2,1,1,1,1,2,2,1,2,13,3R,Independent,Male,Yes,1,35,Male,White,DATA_EXPIRED
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1R,Independent,Male,No,1,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,1,3R,Republican,Female,Yes,0,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2D,Independent,Female,Yes,0,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,2,3R,Republican,Male,No,1,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,3,1R,Republican,Female,No,1,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,3,3D,Democrat,Male,Yes,0,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,4,3R,Independent,Male,Yes,1,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,4,2R,Democrat,Female,No,0,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,5,3R,Independent,Female,No,0,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,5,N,Republican,Male,Yes,1,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,6,2D,Republican,Male,Yes,0,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,6,3D,Democrat,Female,No,1,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,7,1D,Democrat,Male,No,0,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,7,2R,Republican,Female,Yes,1,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,8,2D,Democrat,Female,No,0,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,8,1D,Independent,Male,Yes,1,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,9,2D,Democrat,Female,Yes,1,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,9,2R,Independent,Male,No,0,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,10,1D,Independent,Female,Yes,1,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,10,1R,Democrat,Male,No,0,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,11,1R,Republican,Female,Yes,1,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,11,2D,Independent,Male,No,0,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,12,1D,Democrat,Male,Yes,0,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,12,N,Independent,Female,No,1,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,13,1D,Republican,Female,No,0,23,Male,White,Part-Time
71,2,2,2,,,2,43,56,1,2,1,1,2,2,2,2,1,1,1,2,2,13,3R,Independent,Male,Yes,1,23,Male,White,Part-Time
72,4,2,2,,,2,85,83,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1R,Independent,Male,No,1,39,Male,White,DATA_EXPIRED
72,4,2,2,,,2,85,83,1,2,1,2,2,2,2,1,1,2,1,1,2,1,3R,Republican,Female,Yes,0,39,Male,White,DATA_EXPIRED
72,4,2,2,,,2,85,83,1,2,1,2,2,2,2,1,1,2,1,1,2,2,2D,Independent,Female,Yes,0,39,Male,White,DATA_EXPIRED
72,4,2,2,,,2,85,83,1,2,1,2,2,2,2,1,1,2,1,1,2,2,3R,Republican,Male,No,1,39,Male,White,DATA_EXPIRED
72,4,2,2,,,2,85,83,1,2,1,2,2,2,2,1,1,2,1,1,2,3,1R,Republican,Female,No,1,39,Male,White,DATA_EXPIRED
72,4,2,2,,,2,85,83,1,2,1,2,2,2,2,1,1,2,1,1,2,3,3D,Democrat,Male,Yes,0,39,Male,White,DATA_EXPIRED
72,4,2,2,,,2,85,83,1,2,1,2,2,2,2,1,1,2,1,1,2,4,3R,Independent,Male,Yes,0,39,Male,White,DATA_EXPIRED
72,4,2,2,,,2,85,83,1,2,1,2,2,2,2,1,1,2,1,1,2,4,2R,Democrat,Female,No,1,39,Male,White,DATA_EXPIRED
